EBELN,EBELP,MATNR,TXZ01,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,NETWR,BPRME,BPUMZ,BPUMN,INFNR,MWSKZ,WEPOS,REPOS,LOEKZ,ELIKZ,EKKO_BUKRS,EKKO_BSTYP,EKKO_BSART,EKKO_LIFNR,EKKO_EKORG,EKKO_EKGRP,EKKO_BEDAT,EKKO_AEDAT,EKKO_KDATB,EKKO_KDATE,EKKO_WAERS,EKKO_ZTERM,EKKO_INCO1,EKKO_INCO2,EKKO_WKURS,EKKO_KUNNR,EKKO_LLIEF,EKKO_VERKF,EKKO_LOEKZ,BANFN,BNFPO,EBAN_BSART,EBAN_TXZ01,EBAN_LGORT,EBAN_MENGE,EBAN_MEINS,EBAN_BADAT,EBAN_AFNAM,EBAN_EKGRP,EBAN_FRGRL,EBAN_FRGST,EBAN_KNTTP,EBAN_PREIS,EBAN_PEINH,EBAN_WAERS,EBAN_BEDNR,EBAN_LOEKZ,EBKN_ZEKKN,EBKN_KOSTL,EBKN_PS_PSP_PNR,EBKN_SAKTO,EBKN_KOKRS,EBKN_GSBER,EBKN_VBELN,EBKN_VBELP,EBKN_AUFNR,EBKN_ANLN1,EBKN_VKONT,EBKN_PRCTR,EBKN_FKBER,EBKN_BUKRS,EKKN_ZEKKN,EKKN_KOSTL,EKKN_PS_PSP_PNR,EKKN_SAKTO,EKKN_KOKRS,EKKN_GSBER,EKKN_VBELN,EKKN_VBELP,EKKN_AUFNR,EKKN_ANLN1,EKKN_PRCTR,EKKN_FKBER,EKKN_BUKRS,EKKN_VKONT,EKBE_ZEKKN,EKBE_VGABE,EKBE_GJAHR,EKBE_BELNR,EKBE_BUZEI,EKBE_BEWTP,EKBE_MENGE,EKBE_MEINS,EKBE_DMBTR,EKBE_WAERS,EKBE_BUDAT,EKBE_BLDAT,EKBE_SHKZG,EKBE_BWART,EKBE_MATNR,EKBE_WERKS,EKBE_LGORT,EKBE_LIFNR,MSEG_MBLNR,MSEG_MJAHR,MSEG_ZEILE,MSEG_BWART,MSEG_MATNR,MSEG_WERKS,MSEG_LGORT,MSEG_CHARG,MSEG_LIFNR,MSEG_MENGE,MSEG_MEINS,MSEG_DMBTR,MSEG_WAERS,MSEG_BUKRS,MSEG_KOSTL,MSEG_SAKTO,MSEG_SGTXT,MSEG_XAUTO,MBLNR,MJAHR,MKPF_BLDAT,MKPF_BUDAT,MKPF_CPUDT,MKPF_USNAM,MKPF_TCODE,MKPF_BKTXT,MKPF_FRBNR,MKPF_XABLN,MKPF_VBELN,MKPF_KZDIS,MKPF_BWART,MARD_LABST,MARD_UMLME,MARD_EINME,MARD_AUSME,MARD_SPEME,MARD_INSME,MARD_LFGJA,MARD_LFMON,MARD_LFGBE,MARD_LBKUM,MARD_SALK3,MARD_MAABC,MARD_MTVFP,MARD_PERKZ,MARD_BKLAS,kpi_three_way_match,kpi_po_cycle_time_days,kpi_on_time_delivery
4500000053,10,MAT00000060,PO Item 53,3000,WH01,65.306,KG,27429.18,1,1791290.03,L,1,1,INFO000035,V2,X,X,,X,1000,F,FO,V000016,1000,10,20250713,20250713,20250713,20251011,INR,NET60,DDP,DESTINATION PORT,73.6569,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000011,WBS-0003,6000000026,1000,BU04,,,,,PC0001,MFG,1000,CA638179,1,5,2023,5000000053,1,R,197.376,EA,66561.16,INR,20230513,20230513,H,122,MAT00000060,2000,0002,V000027,5000000053,2024,1,501,MAT00000036,1100,0001,,V000002,45.015,EA,87526.54,USD,2000,CC000019,6000000014,GR Material 53,X,5000000053.0,2024.0,20240519.0,20240519.0,20240519.0,USER018,MIGO,GR for PO 4500000053,DLV00000053,SLIP568394,4500000053.0,X,102.0,,,,,,,,,,,,,,,,1,,1.0
4500000054,10,MAT00000017,PO Item 54,2100,WH01,220.893,L,39440.12,1,8712046.43,KG,1,1,INFO000046,V1,X,X,,,1000,F,NB,V000037,3000,3,20240419,20240419,20240419,20240718,INR,NET30,EXW,DESTINATION PORT,74.0466,,,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0023,6000000016,1000,BU04,,,ORD814281,,PC0002,SAL,1000,,1,2,2023,5000000054,1,W,183.66,PC,60815.51,EUR,20231201,20231201,H,122,MAT00000015,1100,0001,V000019,5000000054,2025,1,101,MAT00000052,2000,WH01,BATCH15017,V000007,116.094,M,370894.59,INR,2000,CC000020,6000000006,GR Material 54,,5000000054.0,2025.0,20251116.0,20251116.0,20251116.0,USER012,MIGO,GR for PO 4500000054,DLV00000054,SLIP856383,4500000054.0,,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000055,10,MAT00000015,PO Item 55,1000,0010,262.058,PC,20158.18,1,5282612.33,PC,1,1,INFO000003,V2,X,X,,,1000,F,RS,V000016,1000,10,20250119,20250119,20250119,20250419,INR,NET30,CIF,DESTINATION PORT,81.3346,,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000009,WBS-0011,6000000007,1000,BU05,,,,,PC0006,,1000,,1,4,2025,5000000055,1,E,89.095,M,308742.19,EUR,20250517,20250517,H,101,MAT00000004,2100,0001,V000007,5000000055,2023,1,101,MAT00000018,2100,0001,,V000031,53.045,EA,149852.02,EUR,2000,CC000020,6000000024,GR Material 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000056,10,MAT00000005,PO Item 56,3000,0010,217.864,EA,34485.9,1,7513236.12,KG,1,1,INFO000012,V0,X,X,,,1000,F,RS,V000017,2000,2,20231206,20231206,20231206,20240305,INR,NET60,DDP,DESTINATION PORT,78.9505,C000023,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000019,WBS-0006,6000000005,1000,BU02,1619623590.0,20.0,,,PC0001,,2000,,1,3,2023,5000000056,1,Q,177.061,PC,548722.86,USD,20231201,20231201,S,102,MAT00000010,3000,0001,V000020,5000000056,2025,1,101,MAT00000031,2000,0010,BATCH81444,V000028,83.852,EA,158673.42,EUR,3000,CC000001,6000000011,GR Material 56,,5000000056.0,2025.0,20250411.0,20250411.0,20250411.0,USER011,MIGO,GR for PO 4500000056,DLV00000056,,4500000056.0,,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000057,10,MAT00000055,PO Item 57,2100,0002,212.273,M,18181.46,1,3859433.06,EA,1,1,INFO000034,V0,X,X,,,2000,F,RS,V000013,2000,2,20241007,20241007,20241007,20250105,USD,NET30,EXW,DESTINATION PORT,84.0928,,1100.0,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000006,WBS-0024,6000000030,1000,BU01,,,,,PC0001,ADM,3000,CA535604,1,1,2024,5000000057,1,E,150.904,M,49997.96,INR,20240518,20240518,S,121,MAT00000036,1100,0010,V000015,5000000057,2025,1,101,MAT00000027,2000,0010,BATCH30413,V000036,32.97,M,17795.02,USD,3000,CC000001,6000000019,GR Material 57,,5000000057.0,2025.0,20251012.0,20251012.0,20251012.0,USER005,MIGO,GR for PO 4500000057,DLV00000057,SLIP923704,4500000057.0,X,102.0,33.476,15.036,0.0,0.0,13.853,0.0,2025.0,9.0,336.827,584.295,385098.07,A,PD,M,7173.0,1,,0.0
4500000058,10,MAT00000060,PO Item 58,2100,WH01,42.926,L,46055.42,1,1976974.96,EA,1,1,INFO000025,I1,X,X,,,1000,F,ZUB,V000024,3000,2,20230416,20230416,20230416,20230715,EUR,NET30,DDP,DESTINATION PORT,75.6974,C000045,,SALES09,,1000000031.0,10.0,ZNB,PR Item 31,0010,37.271,L,20230201.0,USER020,10.0,X,3.0,F,33793.03,1.0,EUR,REQ00000031,,1.0,CC000015,WBS-0001,6000000023.0,1000.0,BU04,,,,,,PC0003,SCM,3000.0,1,CC000011,WBS-0028,6000000010,1000,BU03,,,,,PC0006,FIN,2000,,1,5,2023,5000000058,1,E,97.046,PC,374732.42,USD,20230314,20230314,S,102,MAT00000007,3000,WH01,V000008,5000000058,2023,1,502,MAT00000056,2100,0001,BATCH71599,V000021,62.376,L,249926.79,INR,2000,CC000002,6000000009,GR Material 58,,5000000058.0,2023.0,20230315.0,20230315.0,20230315.0,USER012,MIGO,GR for PO 4500000058,DLV00000058,,4500000058.0,X,101.0,,,,,,,,,,,,,,,,1,42.0,1.0
4500000059,10,MAT00000005,PO Item 59,1100,0002,482.667,PC,12248.96,1,5912168.78,PC,1,1,INFO000047,I0,X,X,,X,1000,F,RS,V000013,2000,20,20251103,20251103,20251103,20260201,EUR,2/10NET30,EXW,DESTINATION PORT,84.4058,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0012,6000000008,1000,BU01,,,ORD908206,,PC0001,SAL,2000,,1,3,2024,5000000059,1,Q,156.046,EA,572098.45,EUR,20240910,20240910,S,102,MAT00000052,1000,0002,V000008,5000000059,2024,1,501,MAT00000057,1100,0001,,V000010,123.332,KG,524630.48,USD,3000,CC000020,6000000007,GR Material 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000060,10,MAT00000007,PO Item 60,2000,0010,196.282,EA,37536.63,1,7367764.81,M,1,1,INFO000015,I0,X,X,,,3000,F,RS,V000037,3000,20,20231215,20231215,20231215,20240314,USD,2/10NET30,CIF,DESTINATION PORT,80.1404,,,SALES09,,1000000016.0,10.0,ZNB,PR Item 16,0002,293.872,KG,20250627.0,USER007,20.0,X,3.0,A,532.49,1.0,INR,REQ00000016,,1.0,CC000003,WBS-0020,6000000029.0,1000.0,BU02,,,ORD282256,,,PC0006,,2000.0,1,CC000014,WBS-0013,6000000028,1000,BU02,,,,,PC0006,FIN,3000,,1,7,2024,5000000060,1,E,66.989,L,314919.59,USD,20240915,20240915,H,101,MAT00000030,1100,0001,V000002,5000000060,2025,1,501,MAT00000051,3000,0010,,V000032,75.334,EA,291407.84,EUR,1000,CC000020,6000000029,GR Material 60,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000061,10,MAT00000034,PO Item 61,3000,0002,235.238,EA,29080.31,1,6840793.96,PC,1,1,INFO000043,I1,X,X,,,1000,F,ZUB,V000035,2000,2,20230622,20230622,20230622,20230920,USD,NET30,DDP,DESTINATION PORT,88.98,,,SALES04,,1000000008.0,10.0,ZNB,PR Item 8,0002,245.137,PC,20250412.0,USER002,3.0,X,1.0,P,14974.86,1.0,USD,REQ00000008,,1.0,CC000005,WBS-0003,6000000019.0,1000.0,BU04,,,ORD351516,,,PC0008,FIN,2000.0,1,CC000020,WBS-0004,6000000023,1000,BU03,1172893522.0,20.0,,,PC0003,ADM,3000,CA578987,1,1,2023,5000000061,1,Q,39.013,EA,11923.01,EUR,20230810,20230810,S,122,MAT00000048,1000,0010,V000028,5000000061,2024,1,102,MAT00000026,1100,0001,,V000005,141.422,EA,306321.65,INR,3000,CC000015,6000000014,GR Material 61,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000062,10,MAT00000056,PO Item 62,1100,0010,367.495,L,44075.67,1,16197588.35,L,1,1,INFO000019,I1,X,X,,,3000,F,ZUB,V000002,3000,3,20241001,20241001,20241001,20241230,INR,2/10NET30,DDP,DESTINATION PORT,75.8178,,,SALES08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000002,WBS-0005,6000000009,1000,BU05,,,,,PC0001,MFG,1000,,1,5,2025,5000000062,1,E,12.795,M,33562.26,USD,20250526,20250526,S,102,MAT00000050,2000,0010,V000017,5000000062,2024,1,502,MAT00000006,3000,0002,,V000037,2.649,L,1209.74,INR,2000,CC000018,6000000005,GR Material 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000063,10,MAT00000004,PO Item 63,2100,0001,229.635,M,39275.08,1,9018933.0,KG,1,1,INFO000040,I1,X,X,,,2000,F,NB,V000024,1000,2,20250716,20250716,20250716,20251014,INR,2/10NET30,FOB,DESTINATION PORT,78.9537,C000005,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0025,6000000013,1000,BU03,,,,,PC0009,,2000,,1,6,2025,5000000063,1,Q,148.099,L,315371.82,USD,20250719,20250719,S,101,MAT00000036,1100,WH01,V000001,5000000063,2023,1,502,MAT00000006,2100,0002,,V000032,190.772,KG,321514.53,INR,2000,CC000014,6000000010,GR Material 63,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000064,10,MAT00000060,PO Item 64,1000,0010,295.765,PC,37022.66,1,10950007.03,EA,1,1,INFO000025,V2,X,X,,,1000,F,FO,V000026,3000,1,20240626,20240626,20240626,20240924,EUR,0002,FOB,DESTINATION PORT,84.7114,,,SALES08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000007,WBS-0012,6000000025,1000,BU01,,,,,PC0002,,3000,,1,1,2024,5000000064,1,R,84.95,PC,331184.24,USD,20240209,20240209,S,102,MAT00000048,1100,0001,V000018,5000000064,2025,1,502,MAT00000011,2100,0001,BATCH29072,V000028,132.758,EA,644104.96,USD,3000,CC000015,6000000010,GR Material 64,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000065,10,MAT00000052,PO Item 65,3000,0002,282.041,M,11243.81,1,3171215.42,EA,1,1,INFO000007,V0,X,X,,,1000,F,RS,V000012,1000,1,20250128,20250128,20250128,20250428,EUR,NET30,FOB,DESTINATION PORT,76.0624,C000035,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000004,WBS-0004,6000000023,1000,BU04,,,,,PC0003,,2000,,1,7,2025,5000000065,1,Q,180.229,M,788725.03,USD,20251129,20251129,S,102,MAT00000025,1000,0010,V000031,5000000065,2025,1,101,MAT00000046,2100,0002,,V000018,28.255,M,122942.21,INR,1000,CC000013,6000000008,GR Material 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000066,10,MAT00000034,PO Item 66,2000,0010,265.53,L,26683.39,1,7085240.55,KG,1,1,INFO000050,I0,X,X,,,3000,F,RS,V000005,2000,3,20250303,20250303,20250303,20250601,USD,0002,FOB,DESTINATION PORT,79.7441,,3000.0,SALES04,,1000000148.0,10.0,ZNB,PR Item 148,0002,213.633,EA,20240610.0,USER014,10.0,02,3.0,P,8966.46,1.0,INR,REQ00000148,,1.0,CC000011,WBS-0021,6000000006.0,1000.0,BU05,1822662216.0,30.0,ORD378535,52247.0,,PC0005,,3000.0,1,CC000007,WBS-0009,6000000010,1000,BU05,1167134213.0,10.0,ORD244144,,PC0004,,3000,,1,4,2025,5000000066,1,Q,27.662,M,111910.36,INR,20250407,20250407,S,121,MAT00000017,1000,0010,V000021,5000000066,2023,1,502,MAT00000047,2100,0001,BATCH93914,V000007,77.298,EA,115339.75,INR,3000,CC000019,6000000024,GR Material 66,X,5000000066.0,2023.0,20230720.0,20230720.0,20230720.0,USER014,MIGO,GR for PO 4500000066,DLV00000066,,4500000066.0,,102.0,,,,,,,,,,,,,,,,1,-326.0,1.0
4500000067,10,MAT00000059,PO Item 67,2000,0010,213.931,EA,34379.17,1,7354770.22,L,1,1,INFO000005,V2,X,X,L,X,2000,F,NB,V000012,2000,10,20230820,20230820,20230820,20231118,INR,2/10NET30,CIF,DESTINATION PORT,72.5302,,1200.0,SALES02,,1000000089.0,10.0,NB,PR Item 89,WH01,154.52,EA,20251125.0,USER009,20.0,X,1.0,P,138.29,1.0,INR,REQ00000089,L,1.0,CC000005,WBS-0004,6000000003.0,1000.0,BU04,,,ORD377405,,,PC0002,ADM,1000.0,1,CC000006,WBS-0017,6000000021,1000,BU05,,,,,PC0009,SAL,1000,,1,7,2025,5000000067,1,R,177.92,PC,110603.06,USD,20250623,20250623,H,122,MAT00000029,2000,0010,V000024,5000000067,2025,1,102,MAT00000039,2000,0002,BATCH37979,V000013,195.896,PC,691301.85,INR,1000,CC000004,6000000029,GR Material 67,,5000000067.0,2025.0,20250516.0,20250516.0,20250516.0,USER005,MIGO,GR for PO 4500000067,DLV00000067,SLIP705912,4500000067.0,,102.0,,,,,,,,,,,,,,,,1,-193.0,0.0
4500000068,10,MAT00000046,PO Item 68,3000,0010,390.458,EA,36343.19,1,14190489.28,L,1,1,INFO000006,V2,X,X,,,3000,F,FO,V000037,3000,10,20250524,20250524,20250524,20250822,INR,0002,DDP,DESTINATION PORT,79.5688,,,SALES08,,1000000056.0,10.0,RV,PR Item 56,0002,49.796,EA,20240805.0,USER012,3.0,04,2.0,K,32158.15,1.0,INR,REQ00000056,,1.0,CC000019,WBS-0027,6000000006.0,1000.0,BU03,,,ORD342720,,,PC0006,SAL,3000.0,1,CC000018,WBS-0010,6000000023,1000,BU04,8359820939.0,30.0,,,PC0010,,1000,,1,1,2023,5000000068,1,Q,181.207,KG,534300.2,USD,20231221,20231221,S,121,MAT00000046,1000,0002,V000034,5000000068,2024,1,502,MAT00000041,1100,0001,,V000029,102.355,EA,72597.38,USD,3000,CC000020,6000000003,GR Material 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000069,10,MAT00000033,PO Item 69,2100,0001,238.532,EA,2418.06,1,576784.69,PC,1,1,INFO000013,V0,X,X,,,2000,F,ZUB,V000030,1000,1,20240717,20240717,20240717,20241015,INR,0001,DAP,DESTINATION PORT,80.6017,,,SALES06,,1000000165.0,10.0,RS,PR Item 165,0001,498.045,M,20231113.0,USER020,10.0,X,2.0,F,1360.6,1.0,USD,REQ00000165,,1.0,CC000001,WBS-0020,6000000020.0,1000.0,BU02,,,,,,PC0002,,2000.0,1,CC000009,WBS-0018,6000000026,1000,BU02,,,,,PC0003,,3000,,1,1,2023,5000000069,1,Q,57.845,M,252259.25,INR,20230214,20230214,H,101,MAT00000006,1000,0002,V000009,5000000069,2024,1,501,MAT00000043,2100,0010,BATCH51967,V000008,4.671,PC,8972.25,INR,2000,CC000018,6000000010,GR Material 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000070,10,MAT00000055,PO Item 70,2000,0010,224.863,M,37478.07,1,8427431.25,L,1,1,INFO000011,V2,X,X,,X,3000,F,FO,V000027,2000,3,20230924,20230924,20230924,20231223,USD,NET30,DAP,DESTINATION PORT,86.5154,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000010,WBS-0008,6000000005,1000,BU02,,,,,PC0010,,3000,,1,5,2023,5000000070,1,R,142.351,PC,567145.27,EUR,20231111,20231111,H,122,MAT00000055,2000,WH01,V000029,5000000070,2024,1,501,MAT00000043,2000,0001,BATCH84475,V000026,97.195,L,306916.59,EUR,2000,CC000010,6000000030,GR Material 70,,5000000070.0,2024.0,20240417.0,20240417.0,20240417.0,USER007,MIGO,GR for PO 4500000070,DLV00000070,,4500000070.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000071,10,MAT00000031,PO Item 71,3000,WH01,82.81,L,20878.77,1,1728970.94,M,1,1,INFO000008,I0,X,X,,X,3000,F,RS,V000008,3000,2,20241127,20241127,20241127,20250225,USD,0002,FOB,DESTINATION PORT,71.829,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000003,WBS-0004,6000000014,1000,BU01,,,,,PC0008,,2000,,1,6,2025,5000000071,1,Q,108.453,M,388096.54,USD,20251130,20251130,S,121,MAT00000030,1000,0001,V000008,5000000071,2023,1,102,MAT00000044,1100,0010,,V000018,14.795,KG,46404.04,USD,1000,CC000014,6000000009,GR Material 71,,5000000071.0,2023.0,20230414.0,20230414.0,20230414.0,USER003,MIGO,GR for PO 4500000071,DLV00000071,,4500000071.0,,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000072,10,MAT00000024,PO Item 72,2100,WH01,102.735,EA,2924.78,1,300477.27,L,1,1,INFO000034,I1,X,X,,X,3000,F,NB,V000024,1000,20,20230607,20230607,20230607,20230905,USD,2/10NET30,DDP,DESTINATION PORT,70.3783,,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000020,WBS-0006,6000000015,1000,BU04,,,ORD105433,11214.0,PC0008,,1000,,1,7,2023,5000000072,1,W,151.124,M,453257.62,USD,20231120,20231120,S,101,MAT00000054,3000,0002,V000030,5000000072,2023,1,501,MAT00000009,1100,0010,,V000027,50.912,L,50179.03,INR,1000,CC000018,6000000029,GR Material 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000073,10,MAT00000032,PO Item 73,2000,0002,104.932,M,18450.87,1,1936086.69,KG,1,1,INFO000014,V2,X,X,,X,2000,F,RS,V000026,3000,1,20251010,20251010,20251010,20260108,USD,0001,CIF,DESTINATION PORT,87.2533,,,SALES04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000009,WBS-0006,6000000008,1000,BU03,8747974356.0,30.0,,,PC0002,,1000,,1,1,2024,5000000073,1,E,96.782,M,221286.31,EUR,20240331,20240331,S,102,MAT00000038,2000,0001,V000013,5000000073,2023,1,501,MAT00000029,2100,0010,,V000018,151.331,M,237193.13,EUR,1000,CC000018,6000000012,GR Material 73,,,,,,,,,,,,,,,837.223,9.214,0.0,0.0,18.595,0.0,2025.0,7.0,379.941,685.834,16440.86,A,PD,M,7186.0,1,,
4500000074,10,MAT00000046,PO Item 74,2000,0001,238.994,PC,7305.54,1,1745980.23,M,1,1,INFO000038,V0,X,X,,,1000,F,RS,V000024,2000,1,20230512,20230512,20230512,20230810,INR,NET30,FOB,DESTINATION PORT,75.5833,,,SALES04,,1000000186.0,10.0,RS,PR Item 186,0002,311.906,KG,20241118.0,USER007,10.0,04,2.0,F,13057.53,1.0,INR,REQ00000186,,1.0,CC000007,WBS-0001,6000000003.0,1000.0,BU04,5838636972.0,20.0,ORD422554,40005.0,CA391668,PC0001,MFG,3000.0,1,CC000019,WBS-0011,6000000023,1000,BU03,,,,,PC0004,MFG,2000,,1,7,2024,5000000074,1,W,158.942,EA,540019.87,EUR,20240613,20240613,S,101,MAT00000019,1000,0010,V000003,5000000074,2025,1,102,MAT00000046,2100,0001,,V000007,182.024,KG,116859.69,USD,2000,CC000012,6000000030,GR Material 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000075,10,MAT00000054,PO Item 75,1000,WH01,214.378,L,30299.16,1,6495473.32,EA,1,1,INFO000017,V0,X,X,,,2000,F,FO,V000032,3000,20,20230924,20230924,20230924,20231223,INR,0002,CIF,DESTINATION PORT,88.2161,C000004,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000013,WBS-0001,6000000009,1000,BU04,,,,,PC0001,,3000,,1,6,2023,5000000075,1,E,42.95,EA,187128.44,INR,20230906,20230906,S,122,MAT00000035,2000,0002,V000001,5000000075,2025,1,501,MAT00000034,1100,0010,,V000030,56.765,M,204474.1,INR,2000,CC000004,6000000009,GR Material 75,X,5000000075.0,2025.0,20250214.0,20250214.0,20250214.0,USER004,MIGO,GR for PO 4500000075,DLV00000075,,4500000075.0,X,501.0,,,,,,,,,,,,,,,,1,,0.0
4500000076,10,MAT00000012,PO Item 76,2100,WH01,241.721,PC,9000.85,1,2175694.46,EA,1,1,INFO000008,V2,X,X,,,2000,F,ZUB,V000034,2000,2,20250722,20250722,20250722,20251020,INR,NET30,CIF,DESTINATION PORT,77.9295,,,SALES06,,1000000091.0,10.0,RS,PR Item 91,0002,391.805,PC,20240202.0,USER003,2.0,X,3.0,K,30854.16,1.0,EUR,REQ00000091,,1.0,CC000018,WBS-0008,6000000029.0,1000.0,BU01,,,,,,PC0006,,2000.0,1,CC000009,WBS-0004,6000000020,1000,BU04,,,,,PC0006,,3000,,1,4,2024,5000000076,1,Q,50.666,EA,233160.23,USD,20241204,20241204,H,102,MAT00000032,2000,0010,V000008,5000000076,2023,1,501,MAT00000022,3000,0001,,V000039,61.778,PC,48495.56,INR,2000,CC000004,6000000014,GR Material 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000077,10,MAT00000022,PO Item 77,2000,0001,36.074,M,20540.77,1,740987.74,EA,1,1,INFO000027,I0,X,X,,,3000,F,ZUB,V000035,2000,2,20240423,20240423,20240423,20240722,USD,NET60,EXW,DESTINATION PORT,75.3863,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000018,WBS-0003,6000000009,1000,BU01,7525484303.0,30.0,,,PC0003,,3000,,1,5,2025,5000000077,1,E,156.319,EA,415121.32,INR,20250308,20250308,H,122,MAT00000003,1000,0010,V000032,5000000077,2023,1,101,MAT00000036,3000,0002,BATCH14105,V000031,44.988,L,137504.16,EUR,1000,CC000006,6000000011,GR Material 77,,5000000077.0,2023.0,20230518.0,20230518.0,20230518.0,USER017,MIGO,GR for PO 4500000077,DLV00000077,SLIP251695,4500000077.0,,102.0,,,,,,,,,,,,,,,,1,,1.0
4500000078,10,MAT00000006,PO Item 78,2100,WH01,140.982,EA,2811.86,1,396421.65,PC,1,1,INFO000042,V1,X,X,,,2000,F,NB,V000022,3000,20,20240619,20240619,20240619,20240917,INR,0001,CIF,DESTINATION PORT,79.557,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000010,WBS-0008,6000000002,1000,BU02,,,,,PC0003,,3000,,1,2,2023,5000000078,1,Q,192.632,L,878384.74,EUR,20230907,20230907,H,121,MAT00000052,1000,WH01,V000032,5000000078,2024,1,502,MAT00000003,3000,WH01,,V000038,21.042,M,37724.17,INR,3000,CC000010,6000000020,GR Material 78,X,5000000078.0,2024.0,20240310.0,20240310.0,20240310.0,USER017,MIGO,GR for PO 4500000078,DLV00000078,,4500000078.0,X,102.0,,,,,,,,,,,,,,,,1,,1.0
4500000079,10,MAT00000013,PO Item 79,1100,0002,202.342,L,28377.65,1,5741990.46,PC,1,1,INFO000012,V0,X,X,,,1000,F,ZUB,V000017,3000,2,20240627,20240627,20240627,20240925,USD,NET60,CIF,DESTINATION PORT,83.7309,C000005,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000019,WBS-0015,6000000028,1000,BU03,,,ORD677086,49110.0,PC0006,MFG,1000,,1,5,2025,5000000079,1,E,82.795,L,309028.82,USD,20250109,20250109,H,122,MAT00000034,2100,0001,V000031,5000000079,2023,1,102,MAT00000036,3000,0001,,V000012,23.291,EA,30196.01,USD,1000,CC000002,6000000028,GR Material 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000080,10,MAT00000018,PO Item 80,1100,0002,160.665,EA,12082.13,1,1941175.42,M,1,1,INFO000036,I0,X,X,,X,2000,F,NB,V000038,2000,3,20251122,20251122,20251122,20260220,INR,NET60,FOB,DESTINATION PORT,72.939,,,SALES05,,1000000185.0,10.0,NB,PR Item 185,WH01,67.728,PC,20240731.0,USER008,10.0,04,2.0,K,35393.57,1.0,INR,REQ00000185,,1.0,CC000012,WBS-0006,6000000001.0,1000.0,BU01,,,,,,PC0009,MFG,1000.0,1,CC000016,WBS-0005,6000000024,1000,BU04,,,,,PC0001,,1000,,1,6,2025,5000000080,1,R,129.335,L,148634.0,INR,20250216,20250216,S,101,MAT00000058,1100,0001,V000023,5000000080,2023,1,101,MAT00000052,1100,0001,,V000022,12.965,PC,26293.97,EUR,1000,CC000009,6000000007,GR Material 80,,5000000080.0,2023.0,20230904.0,20230904.0,20230904.0,USER016,MIGO,GR for PO 4500000080,DLV00000080,,4500000080.0,,101.0,,,,,,,,,,,,,,,,1,-331.0,1.0
