BELNR,GJAHR,BUZEI,EBELN,EBELP,MATNR,WERKS,MENGE,MEINS,WRBTR,TXBHW,MWSKZ,SAKTO,KOSTL,PS_PSP_PNR,AUFNR,GSBER,PRCTR,SGTXT,BUKRS,RBKPF_GJAHR,RBKPF_BUKRS,RBKPF_BLDAT,RBKPF_BUDAT,RBKPF_CPUDT,RBKPF_USNAM,RBKPF_BLART,RBKPF_LIFNR,RBKPF_WAERS,RBKPF_WRBTR,RBKPF_RMWWR,RBKPF_XBLNR,RBKPF_BKTXT,RBKPF_ZFBDT,RBKPF_ZTERM,RBKPF_ZLSCH,RBKPF_BVTYP,RBKPF_STBLG,RBKPF_STJAH,LIFNR,BSEG_BELNR,BSEG_GJAHR,BSEG_BUZEI,BSEG_KOART,BSEG_KUNNR,BSEG_HKONT,BSEG_KOSTL,BSEG_SAKTO,BSEG_MWSKZ,BSEG_DMBTR,BSEG_WRBTR,BSEG_WAERS,BSEG_SHKZG,BSEG_ZTERM,BSEG_ZFBDT,BSEG_SGTXT,BSEG_PRCTR,BSEG_GSBER,BKPF_BLART,BKPF_BLDAT,BKPF_BUDAT,BKPF_MONAT,BKPF_CPUDT,BKPF_USNAM,BKPF_TCODE,BKPF_BKTXT,BKPF_WAERS,BKPF_KURSF,BKPF_XBLNR,BKPF_BVTYP,BKPF_STBLG,BKPF_STJAH,BKPF_AWTYP,BKPF_AWKEY,BKPF_XSTOV,BSIK_LIFNR,BSIK_UMSKS,BSIK_UMSKZ,BSIK_BLART,BSIK_BUDAT,BSIK_BLDAT,BSIK_WAERS,BSIK_DMBTR,BSIK_WRBTR,BSIK_DMSHB,BSIK_SHKZG,BSIK_ZTERM,BSIK_ZFBDT,BSIK_REBZG,BSIK_REBZJ,BSIK_XBLNR,BSAK_LIFNR,BSAK_UMSKS,BSAK_UMSKZ,BSAK_BLART,BSAK_BUDAT,BSAK_BLDAT,BSAK_WAERS,BSAK_DMBTR,BSAK_WRBTR,BSAK_DMSHB,BSAK_SHKZG,BSAK_AUGDT,BSAK_AUGBL,BSAK_AUGJH,BSAK_XBLNR,BSAK_REBZG,REGUP_BUDAT,REGUP_LAUFI,REGUP_LAUFD,LAUFD,LAUFI,REGUH_ZBUKR,REGUH_LIFNR,REGUH_KUNNR,REGUH_EMPFG,REGUH_RZAWE,REGUH_WAERS,REGUH_RWBTR,REGUH_VALUT,REGUH_VBLNR,REGUH_VGJHR,REGUH_RBBUK,REGUH_HBKID,REGUH_HKTID,REGUH_XVORL,REGUH_XPYRT,REGUH_ABSND,REGUH_STGRD,REGUH_PRTNR,PAYR_ZBUKR,PAYR_HBKID,PAYR_HKTID,PAYR_RZAWE,PAYR_CHECT,PAYR_LIFNR,PAYR_KUNNR,VBLNR,PAYR_VGJHR,PAYR_WAERS,PAYR_RWBTR,PAYR_VALUT,PAYR_ZALDT,PAYR_XVORL,PAYR_STGRP,PAYR_PRTNR,PAYR_ABSND,PAYR_LAUFD,PAYR_LAUFI,PAYR_XSTAO,FEBEP_HBKID,FEBEP_HKTID,FEBEP_LFDNR,FEBEP_BUDAT,FEBEP_VALUT,FEBEP_WAERS,FEBEP_KWBTR,FEBEP_KWATR,FEBEP_XAUTO,FEBEP_ZUONR,FEBEP_SGTXT,FEBEP_VGEXT,FEBEP_BVTYP,FEBEP_LIFNR,FEBEP_EMPFG,FEBEP_MANDT,FEBEP_XSTBO,kpi_days_to_pay
5100000063,2024,1,4500000063,10,MAT00000034,2000,36.964,KG,65100.26,11718.05,I0,6000000005,CC000003,WBS-0026,,BU04,PC0004,Invoice line 63,1000,2025,3000,20250321,20250321,20250321,USER017,RE,V000027,INR,35410.59,35410.59,INV00000063,Vendor Invoice 63,20250420,2/10NET30,C,CHECK,,,V000027,1000000049.0,2025.0,1.0,D,C000014,6000000018.0,CC000007,6000000022.0,V1,472365.87,472365.87,INR,H,0001,20251112.0,BSEG Line 49,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230604,RUN0019,20250625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-656
5100000064,2023,1,4500000064,10,MAT00000052,1000,22.0,L,4658.5,838.53,I0,6000000016,CC000017,WBS-0008,,BU03,PC0008,Invoice line 64,3000,2024,2000,20240416,20240416,20240416,USER009,RE,V000004,USD,156818.47,156818.47,INV00000064,Vendor Invoice 64,20240516,0001,C,,1000000017.0,2024.0,V000004,1000000074.0,2025.0,1.0,D,,6000000025.0,CC000018,6000000012.0,I0,269487.32,269487.32,USD,S,NET30,20251107.0,BSEG Line 74,PC0009,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240223,RUN0006,20241214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53
5100000065,2024,1,4500000065,10,MAT00000054,3000,130.052,KG,591561.03,106480.99,I0,6000000030,CC000007,WBS-0003,,BU04,PC0008,Invoice line 65,3000,2025,2000,20251101,20251101,20251101,USER002,RE,V000019,INR,187174.36,187174.36,INV00000065,Vendor Invoice 65,20251201,0002,C,,,,V000019,1000000083.0,2025.0,1.0,S,,6000000011.0,CC000007,6000000005.0,I0,292517.9,292517.9,INR,H,0002,20250928.0,BSEG Line 83,PC0008,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230410,RUN0016,20231109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-936
5100000066,2024,1,4500000066,10,MAT00000019,2100,46.942,KG,71075.82,12793.65,V1,6000000004,CC000020,WBS-0012,ORD407484,BU05,PC0006,Invoice line 66,1000,2023,3000,20230319,20230319,20230319,USER005,RE,V000032,USD,197252.27,197252.27,INV00000066,Vendor Invoice 66,20230418,0002,C,CHECK,,,V000032,1000000073.0,2024.0,1.0,K,,6000000011.0,CC000010,6000000012.0,V1,365301.35,365301.35,USD,H,NET60,20240612.0,BSEG Line 73,PC0006,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0019,20231203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
5100000067,2025,1,4500000067,10,MAT00000056,1100,147.226,PC,303251.7,54585.31,V2,6000000008,CC000018,WBS-0022,ORD474221,BU05,PC0004,Invoice line 67,2000,2023,2000,20230118,20230118,20230118,USER013,RE,V000027,INR,255397.88,255397.88,INV00000067,Vendor Invoice 67,20230217,0001,C,SEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230604,RUN0019,20250625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
5100000068,2023,1,4500000068,10,MAT00000034,2000,132.614,EA,514364.62,92585.63,V0,6000000021,CC000007,WBS-0024,,BU01,PC0005,Invoice line 68,3000,2025,2000,20250705,20250705,20250705,USER013,RE,V000009,EUR,120454.65,120454.65,INV00000068,Vendor Invoice 68,20250804,NET30,C,CHECK,,,V000009,1000000005.0,2023.0,1.0,S,,6000000029.0,CC000018,6000000029.0,V1,496204.88,496204.88,USD,S,0001,20240104.0,BSEG Line 5,PC0003,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240708,RUN0010,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-362
5100000069,2023,1,4500000069,10,MAT00000005,3000,16.193,L,8409.02,1513.62,V0,6000000030,CC000003,WBS-0004,,BU05,PC0007,Invoice line 69,2000,2023,1000,20230319,20230319,20230319,USER012,RE,V000025,EUR,193644.26,193644.26,INV00000069,Vendor Invoice 69,20230418,NET30,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240707,RUN0002,20240707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
5100000070,2023,1,4500000070,10,MAT00000005,1000,55.336,L,268251.22,48285.22,V1,6000000009,CC000009,WBS-0004,ORD537319,BU04,PC0009,Invoice line 70,3000,2024,3000,20240119,20240119,20240119,USER009,RE,V000016,INR,62469.69,62469.69,INV00000070,Vendor Invoice 70,20240218,NET60,C,SEPA,1000000113.0,2025.0,V000016,1000000158.0,2023.0,1.0,A,,6000000013.0,CC000003,6000000005.0,I1,342245.65,342245.65,USD,H,NET60,20230418.0,BSEG Line 158,PC0006,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230528,RUN0010,20250815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-236
5100000071,2024,1,4500000071,10,MAT00000041,1000,155.179,L,213611.65,38450.1,I1,6000000004,CC000012,WBS-0001,,BU05,PC0005,Invoice line 71,1000,2024,3000,20240216,20240216,20240216,USER004,RE,V000012,INR,499237.06,499237.06,INV00000071,Vendor Invoice 71,20240317,2/10NET30,C,,1000000047.0,2023.0,V000012,1000000121.0,2025.0,1.0,S,C000012,6000000018.0,CC000006,6000000020.0,V1,13909.99,13909.99,USD,H,2/10NET30,20250628.0,BSEG Line 121,PC0001,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230105,RUN0008,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-407
5100000072,2023,1,4500000072,10,MAT00000029,2000,115.99,KG,346690.63,62404.31,I1,6000000001,CC000011,WBS-0021,ORD118369,BU05,PC0006,Invoice line 72,2000,2024,1000,20240615,20240615,20240615,USER003,RE,V000035,USD,468134.81,468134.81,INV00000072,Vendor Invoice 72,20240715,NET60,C,SEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20231018,RUN0018,20231018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241
5100000073,2024,1,4500000073,10,MAT00000043,2000,187.147,L,436859.11,78634.64,I1,6000000022,CC000011,WBS-0002,,BU05,PC0002,Invoice line 73,1000,2024,1000,20240904,20240904,20240904,USER020,RE,V000019,INR,197460.61,197460.61,INV00000073,Vendor Invoice 73,20241004,0002,C,,,,V000019,1000000054.0,2025.0,1.0,D,,6000000016.0,CC000006,6000000018.0,V2,188902.4,188902.4,EUR,H,0002,20251108.0,BSEG Line 54,PC0003,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230410,RUN0016,20231109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-513
5100000074,2024,1,4500000074,10,MAT00000028,2000,122.817,L,83192.55,14974.66,V1,6000000004,CC000001,WBS-0028,,BU04,PC0003,Invoice line 74,1000,2023,2000,20230704,20230704,20230704,USER008,RE,V000001,EUR,142366.64,142366.64,INV00000074,Vendor Invoice 74,20230803,NET60,C,,,,V000001,1000000013.0,2024.0,1.0,S,C000036,6000000007.0,CC000006,6000000002.0,V1,226144.94,226144.94,USD,H,NET30,20240620.0,BSEG Line 13,PC0002,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230414,RUN0001,20231226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81
5100000075,2024,1,4500000075,10,MAT00000024,3000,178.859,M,853863.92,153695.51,V1,6000000012,CC000019,WBS-0013,,BU03,PC0001,Invoice line 75,1000,2024,2000,20240329,20240329,20240329,USER019,RE,V000040,EUR,487925.08,487925.08,INV00000075,Vendor Invoice 75,20240428,2/10NET30,C,,,,V000040,1000000198.0,2024.0,1.0,A,,6000000021.0,CC000009,6000000019.0,V0,110403.17,110403.17,USD,H,NET60,20240420.0,BSEG Line 198,PC0004,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240911,RUN0017,20250822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166
5100000076,2025,1,4500000076,10,MAT00000034,1000,78.705,L,318788.31,57381.9,I1,6000000030,CC000019,WBS-0005,,BU02,PC0005,Invoice line 76,3000,2024,2000,20241124,20241124,20241124,USER019,RE,V000006,USD,467970.79,467970.79,INV00000076,Vendor Invoice 76,20241224,0001,C,,,,V000006,1000000109.0,2023.0,1.0,A,,6000000022.0,CC000001,6000000029.0,I0,348855.38,348855.38,INR,H,0002,20230214.0,BSEG Line 109,PC0002,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230824,RUN0014,20230905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458
5100000077,2025,1,4500000077,10,MAT00000010,3000,115.082,PC,78971.57,14214.88,I0,6000000029,CC000014,WBS-0010,ORD568472,BU05,PC0007,Invoice line 77,2000,2023,3000,20230315,20230315,20230315,USER016,RE,V000027,EUR,443620.85,443620.85,INV00000077,Vendor Invoice 77,20230414,0001,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230604,RUN0019,20250625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
5100000078,2024,1,4500000078,10,MAT00000014,1100,146.873,L,165602.24,29808.4,I0,6000000011,CC000011,WBS-0026,,BU02,PC0007,Invoice line 78,3000,2024,2000,20240824,20240824,20240824,USER019,RE,V000036,EUR,156207.15,156207.15,INV00000078,Vendor Invoice 78,20240923,0001,C,DTAZV,,,V000036,1000000076.0,2025.0,1.0,K,C000012,6000000001.0,CC000016,6000000002.0,V1,54373.72,54373.72,EUR,H,NET30,20250815.0,BSEG Line 76,PC0005,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230425,RUN0002,20250405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-487
5100000079,2025,1,4500000079,10,MAT00000028,2100,171.438,M,661304.94,119034.89,I0,6000000001,CC000009,WBS-0026,,BU01,PC0003,Invoice line 79,1000,2025,2000,20251007,20251007,20251007,USER010,RE,V000002,INR,40103.94,40103.94,INV00000079,Vendor Invoice 79,20251106,NET30,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240526,RUN0002,20251221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-499
5100000080,2025,1,4500000080,10,MAT00000030,3000,123.044,EA,172379.72,31028.35,V2,6000000011,CC000010,WBS-0001,,BU02,PC0001,Invoice line 80,3000,2025,2000,20251204,20251204,20251204,USER013,RE,V000033,USD,192404.04,192404.04,INV00000080,Vendor Invoice 80,20260103,NET60,C,,,,V000033,1000000106.0,2025.0,1.0,S,C000002,6000000012.0,CC000019,6000000028.0,V2,279618.03,279618.03,EUR,S,0002,20251031.0,BSEG Line 106,PC0002,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230809,RUN0003,20241016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-848
5100000081,2023,1,4500000081,10,MAT00000036,3000,107.113,M,256549.56,46178.92,V1,6000000005,CC000020,WBS-0006,,BU04,PC0010,Invoice line 81,3000,2024,2000,20241113,20241113,20241113,USER020,RE,V000039,USD,402453.08,402453.08,INV00000081,Vendor Invoice 81,20241213,NET60,C,DTAZV,,,V000039,1000000104.0,2025.0,1.0,K,,6000000014.0,CC000015,6000000003.0,V1,182734.07,182734.07,USD,H,NET30,20250320.0,BSEG Line 104,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
5100000082,2024,1,4500000082,10,MAT00000044,2000,144.851,EA,605900.14,109062.03,V2,6000000025,CC000006,WBS-0011,,BU03,PC0003,Invoice line 82,3000,2025,1000,20251212,20251212,20251212,USER010,RE,V000023,EUR,341448.34,341448.34,INV00000082,Vendor Invoice 82,20260111,NET30,C,DTAZV,,,V000023,1000000032.0,2024.0,1.0,D,C000009,6000000017.0,CC000013,6000000028.0,V0,391885.87,391885.87,USD,S,NET60,20240602.0,BSEG Line 32,PC0007,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230711,RUN0009,20231226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-885
5100000083,2023,1,4500000083,10,MAT00000011,1100,111.377,M,213890.62,38500.31,V1,6000000011,CC000005,WBS-0005,,BU02,PC0004,Invoice line 83,2000,2025,2000,20250105,20250105,20250105,USER007,RE,V000036,INR,379679.77,379679.77,INV00000083,Vendor Invoice 83,20250204,2/10NET30,C,SEPA,1000000067.0,2023.0,V000036,1000000014.0,2024.0,1.0,D,,6000000006.0,CC000015,6000000010.0,I1,74313.18,74313.18,EUR,S,NET60,20250112.0,BSEG Line 14,PC0008,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230425,RUN0002,20250405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-621
5100000084,2024,1,4500000084,10,MAT00000012,2000,190.806,KG,693772.52,124879.05,I1,6000000001,CC000017,WBS-0019,ORD440401,BU02,PC0008,Invoice line 84,3000,2023,2000,20230209,20230209,20230209,USER019,RE,V000014,USD,53557.0,53557.0,INV00000084,Vendor Invoice 84,20230311,NET60,C,DTAZV,,,V000014,1000000012.0,2023.0,1.0,K,,6000000010.0,CC000006,6000000002.0,V2,364537.18,364537.18,INR,H,2/10NET30,20230829.0,BSEG Line 12,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230211,RUN0020,20251010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5100000085,2023,1,4500000085,10,MAT00000017,3000,98.007,EA,372201.18,66996.21,V2,6000000017,CC000014,WBS-0001,,BU02,PC0009,Invoice line 85,1000,2023,1000,20231230,20231230,20231230,USER014,RE,V000020,INR,427120.62,427120.62,INV00000085,Vendor Invoice 85,20240129,NET60,C,SEPA,,,V000020,1000000003.0,2023.0,1.0,A,C000040,6000000006.0,CC000005,6000000017.0,I1,285770.1,285770.1,INR,H,0002,20231202.0,BSEG Line 3,PC0002,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230104,RUN0012,20250123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-360
5100000086,2023,1,4500000086,10,MAT00000040,3000,90.081,EA,163320.46,29397.68,I1,6000000016,CC000014,WBS-0017,,BU05,PC0006,Invoice line 86,3000,2024,3000,20241007,20241007,20241007,USER002,RE,V000018,INR,138155.82,138155.82,INV00000086,Vendor Invoice 86,20241106,0001,C,,,,V000018,1000000018.0,2024.0,1.0,S,C000007,6000000008.0,CC000019,6000000012.0,I1,442687.75,442687.75,EUR,H,2/10NET30,20241231.0,BSEG Line 18,PC0005,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230106,RUN0003,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-640
5100000087,2024,1,4500000087,10,MAT00000045,1100,83.989,L,45050.86,8109.15,V0,6000000016,CC000018,WBS-0013,ORD412143,BU01,PC0003,Invoice line 87,1000,2024,3000,20240921,20240921,20240921,USER008,RE,V000016,EUR,230743.68,230743.68,INV00000087,Vendor Invoice 87,20241021,NET60,C,SEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230528,RUN0010,20250815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-482
5100000088,2025,1,4500000088,10,MAT00000021,1000,69.513,L,306029.59,55085.33,V0,6000000022,CC000018,WBS-0008,,BU03,PC0009,Invoice line 88,3000,2025,1000,20250801,20250801,20250801,USER007,RE,V000032,INR,435705.35,435705.35,INV00000088,Vendor Invoice 88,20250831,0002,C,SEPA,1000000197.0,2025.0,V000032,1000000028.0,2023.0,1.0,S,,6000000016.0,CC000007,6000000001.0,V1,282526.12,282526.12,EUR,H,NET60,20230224.0,BSEG Line 28,PC0009,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0019,20231203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-838
5100000089,2024,1,4500000089,10,MAT00000058,2100,65.78,KG,154354.74,27783.85,V2,6000000018,CC000010,WBS-0022,,BU03,PC0001,Invoice line 89,2000,2024,2000,20240601,20240601,20240601,USER019,RE,V000007,INR,245016.82,245016.82,INV00000089,Vendor Invoice 89,20240701,NET60,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230926,RUN0013,20250729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-249
5100000090,2025,1,4500000090,10,MAT00000055,1100,59.255,EA,152332.75,27419.9,V0,6000000019,CC000010,WBS-0015,,BU02,PC0007,Invoice line 90,1000,2023,2000,20230616,20230616,20230616,USER019,RE,V000022,EUR,122495.19,122495.19,INV00000090,Vendor Invoice 90,20230716,2/10NET30,C,CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230122,RUN0017,20230122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145
5100000091,2023,1,4500000091,10,MAT00000049,3000,83.057,PC,103872.75,18697.09,I0,6000000027,CC000012,WBS-0001,,BU01,PC0003,Invoice line 91,1000,2025,1000,20250718,20250718,20250718,USER014,RE,V000026,USD,93841.42,93841.42,INV00000091,Vendor Invoice 91,20250817,NET60,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230621,RUN0006,20250506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-758
5100000092,2024,1,4500000092,10,MAT00000016,3000,143.385,KG,555824.78,100048.46,V0,6000000016,CC000010,WBS-0009,,BU03,PC0007,Invoice line 92,3000,2024,1000,20240816,20240816,20240816,USER012,RE,V000023,INR,105355.6,105355.6,INV00000092,Vendor Invoice 92,20240915,NET30,C,DTAZV,1000000071.0,2025.0,V000023,1000000032.0,2024.0,1.0,D,C000009,6000000017.0,CC000013,6000000028.0,V0,391885.87,391885.87,USD,S,NET60,20240602.0,BSEG Line 32,PC0007,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230711,RUN0009,20231226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-402
5100000093,2023,1,4500000093,10,MAT00000016,1100,159.176,L,150017.01,27003.06,I0,6000000006,CC000006,WBS-0016,,BU04,PC0001,Invoice line 93,1000,2023,1000,20230718,20230718,20230718,USER009,RE,V000039,EUR,37355.77,37355.77,INV00000093,Vendor Invoice 93,20230817,0002,C,SEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672
5100000094,2024,1,4500000094,10,MAT00000005,2000,73.105,EA,284890.92,51280.36,V0,6000000023,CC000013,WBS-0008,ORD766876,BU01,PC0003,Invoice line 94,3000,2024,3000,20241128,20241128,20241128,USER018,RE,V000032,USD,203070.11,203070.11,INV00000094,Vendor Invoice 94,20241228,0002,C,,,,V000032,1000000028.0,2023.0,1.0,S,,6000000016.0,CC000007,6000000001.0,V1,282526.12,282526.12,EUR,H,NET60,20230224.0,BSEG Line 28,PC0009,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0019,20231203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-592
5100000095,2025,1,4500000095,10,MAT00000058,2000,145.442,KG,170884.17,30759.15,I0,6000000024,CC000016,WBS-0021,,BU04,PC0010,Invoice line 95,2000,2024,2000,20241103,20241103,20241103,USER006,RE,V000006,USD,383171.95,383171.95,INV00000095,Vendor Invoice 95,20241203,2/10NET30,C,CHECK,,,V000006,1000000025.0,2024.0,1.0,K,,6000000012.0,CC000020,6000000010.0,V2,231407.64,231407.64,USD,S,0002,20240724.0,BSEG Line 25,PC0002,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230824,RUN0014,20230905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-437
5100000096,2025,1,4500000096,10,MAT00000059,1000,72.944,EA,360113.59,64820.45,V1,6000000019,CC000006,WBS-0022,ORD137345,BU04,PC0001,Invoice line 96,1000,2023,1000,20231111,20231111,20231111,USER009,RE,V000009,USD,481247.18,481247.18,INV00000096,Vendor Invoice 96,20231211,NET30,C,,,,V000009,1000000040.0,2024.0,1.0,S,,6000000013.0,CC000012,6000000020.0,I0,490825.81,490825.81,INR,H,NET60,20240131.0,BSEG Line 40,PC0008,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240708,RUN0010,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
