LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,MRP003,,,,material,MAT00000076,20210622.0,USER011,20240407.0,USER006,FERT,A,919.0,,KG,L,,,,,,LAB01,EK01,41.841,79.75,3000.0,EGPVLX,,S,PD,PD,EX,MRP001,170.274,29.19,14.507,0.0,9.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP005,,,,material,MAT00000077,20190223.0,USER006,20221206.0,USER017,FERT,M,828.0,,EA,EA,,,,,,LAB01,EK01,71.439,92.809,2100.0,EGPVLX,,S,PD,PD,EX,MRP001,361.275,5.689,35.087,0.0,10.0,0010,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,MRP003,,,,material,MAT00000078,20220825.0,USER012,20240715.0,USER020,ROH,P,770.0,OLD-MAT-37605,EA,EA,,,,,,LAB02,EK01,30.143,85.755,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,316.079,23.64,5.816,0.0,4.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP005,,,,material,MAT00000079,20190528.0,USER016,20251009.0,USER007,NLAG,P,752.0,OLD-MAT-39500,EA,M,,,,,,LAB03,EK01,80.869,4.321,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,276.103,56.728,13.449,0.0,3.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,MRP002,,,,material,MAT00000080,20210531.0,USER007,20250114.0,USER008,NLAG,C,722.0,OLD-MAT-16889,PC,L,,,,,,LAB04,EK01,16.651,78.187,2100.0,EGPVLX,X,S,PD,PD,EX,MRP003,467.971,50.384,32.399,0.0,2.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,MRP003,,,,material,MAT00000081,20220518.0,USER005,20220926.0,USER016,HALB,P,592.0,,M,L,DRW-29346,A,A2,,6.0,LAB04,EK01,90.883,66.881,1100.0,EGPVLX,,S,PD,PD,EX,MRP005,172.327,10.555,14.535,0.0,9.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MRP002,,,,material,MAT00000082,20201106.0,USER018,20240806.0,USER015,NLAG,R,546.0,OLD-MAT-33464,L,PC,DRW-59355,C,A0,,5.0,LAB01,EK01,41.547,94.306,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,388.505,85.897,42.411,0.0,5.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP001,,,,material,MAT00000083,20220323.0,USER016,20251206.0,USER016,FERT,A,242.0,,KG,KG,,,,,,LAB02,EK01,27.935,55.048,2000.0,EGPVLX,,S,PD,PD,EX,MRP005,79.592,36.688,20.659,0.0,5.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,MRP001,,,,material,MAT00000084,20220907.0,USER010,20240422.0,USER007,HIBE,C,907.0,,L,M,DRW-65982,C,A3,,9.0,LAB02,EK01,1.63,6.834,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,6.877,30.872,47.244,0.0,3.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,MRP001,,,,material,MAT00000085,20191014.0,USER003,20240106.0,USER013,NLAG,R,305.0,,KG,L,DRW-99056,D,A4,,7.0,LAB04,EK01,34.61,9.072,2000.0,EGPVLX,,S,PD,PD,EX,MRP004,127.416,30.124,36.605,0.0,8.0,WH01,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP004,,,,material,MAT00000086,20180717.0,USER015,20220712.0,USER002,FERT,M,132.0,OLD-MAT-73898,KG,KG,DRW-32049,B,A3,,8.0,LAB05,EK01,23.384,21.108,1000.0,EGPVLX,,S,PD,PD,EX,MRP005,362.271,2.261,5.314,0.0,6.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP002,,,,material,MAT00000087,20210118.0,USER018,20230401.0,USER011,NLAG,C,345.0,,M,L,DRW-17383,C,A0,,1.0,LAB05,EK01,92.844,98.784,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,296.505,63.044,0.446,0.0,3.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP005,,,,material,MAT00000088,20190506.0,USER015,20241106.0,USER013,DIEN,A,162.0,,KG,PC,,,,,,LAB03,EK01,30.162,72.596,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,415.452,2.676,28.963,0.0,4.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP001,,,,material,MAT00000089,20180907.0,USER016,20251126.0,USER020,FERT,R,582.0,,KG,L,,,,,,LAB04,EK01,23.757,36.276,3000.0,EGPVLX,,S,PD,PD,EX,MRP002,320.559,93.978,23.893,0.0,4.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP001,,,,material,MAT00000090,20180721.0,USER011,20251117.0,USER007,DIEN,M,771.0,,L,KG,,,,,,LAB03,EK01,81.386,93.535,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,296.585,23.828,2.802,0.0,8.0,0010,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP004,,,,material,MAT00000091,20220716.0,USER008,20220129.0,USER015,NLAG,A,720.0,OLD-MAT-61355,L,L,,,,ECN-5081,,LAB05,EK01,9.818,76.12,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,269.649,99.632,1.542,0.0,7.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP003,,,,material,MAT00000092,20201105.0,USER001,20220627.0,USER005,DIEN,M,678.0,OLD-MAT-49203,KG,M,,,,,,LAB05,EK01,40.294,72.154,1000.0,EGPVLX,,S,PD,PD,EX,MRP001,257.23,51.298,40.592,0.0,7.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MRP004,,,,material,MAT00000093,20220901.0,USER018,20250329.0,USER006,ROH,P,193.0,,KG,L,,,,,,LAB01,EK01,3.188,40.4,2000.0,EGPVLX,,S,PD,PD,EX,MRP005,381.525,94.504,33.364,0.0,4.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,MRP004,,,,material,MAT00000094,20201207.0,USER011,20230805.0,USER006,HIBE,P,818.0,,L,PC,,,,,,LAB04,EK01,70.854,15.167,2100.0,EGPVLX,X,S,PD,PD,EX,MRP005,352.86,83.516,16.769,0.0,8.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MRP004,,,,material,MAT00000095,20190308.0,USER010,20250919.0,USER012,DIEN,M,714.0,,M,KG,,,,,,LAB05,EK01,6.702,72.192,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,21.142,33.868,9.466,0.0,9.0,WH01,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,MRP001,,,,material,MAT00000096,20200204.0,USER014,20230402.0,USER018,FERT,C,781.0,,M,KG,DRW-22589,C,A1,,2.0,LAB03,EK01,19.438,21.667,3000.0,EGPVLX,,S,PD,PD,EX,MRP001,395.597,37.856,18.299,0.0,6.0,WH01,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP003,,,,material,MAT00000097,20190830.0,USER001,20240313.0,USER014,ROH,R,238.0,,M,KG,,,,,,LAB02,EK01,53.421,91.148,1100.0,EGPVLX,,S,PD,PD,EX,MRP005,68.27,88.392,46.1,0.0,6.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP001,,,,material,MAT00000098,20190215.0,USER003,20231001.0,USER020,FERT,R,772.0,,PC,EA,,,,ECN-7852,,LAB01,EK01,47.3,22.539,2000.0,EGPVLX,,S,PD,PD,EX,MRP001,92.988,60.182,35.979,0.0,3.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP001,,,,material,MAT00000099,20181004.0,USER012,20220711.0,USER020,ROH,C,354.0,,PC,KG,,,,,,LAB02,EK01,65.39,31.948,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,20.604,26.157,11.167,0.0,7.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,MRP003,,,,material,MAT00000100,20181125.0,USER017,20230524.0,USER007,ROH,C,857.0,,EA,EA,,,,,,LAB04,EK01,13.888,46.48,1100.0,EGPVLX,,S,PD,PD,EX,MRP005,115.55,31.262,41.586,0.0,8.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP001,,,,material,MAT00000101,20201211.0,USER008,20231130.0,USER008,HALB,C,113.0,,KG,L,,,,,,LAB04,EK01,56.077,41.615,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,364.135,32.097,27.403,0.0,8.0,WH01,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP005,,,,material,MAT00000102,20181115.0,USER012,20230213.0,USER015,NLAG,R,851.0,,M,EA,,,,,,LAB02,EK01,20.831,34.979,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,275.959,18.637,43.407,0.0,10.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MRP002,,,,material,MAT00000103,20180602.0,USER011,20221214.0,USER013,NLAG,R,106.0,OLD-MAT-96409,L,M,DRW-56607,C,A3,,8.0,LAB03,EK01,34.724,0.349,1000.0,EGPVLX,,S,PD,PD,EX,MRP002,340.161,76.27,40.202,0.0,2.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP005,,,,material,MAT00000104,20220413.0,USER011,20250610.0,USER010,HALB,C,842.0,OLD-MAT-30865,PC,KG,,,,,,LAB03,EK01,8.548,56.109,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,46.818,30.666,13.593,0.0,5.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP003,,,,material,MAT00000105,20210211.0,USER002,20240716.0,USER014,FERT,C,215.0,,KG,L,,,,,,LAB03,EK01,26.574,90.622,1000.0,EGPVLX,,S,PD,PD,EX,MRP001,37.936,62.573,18.096,0.0,2.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MRP005,,,,material,MAT00000106,20200207.0,USER018,20220410.0,USER013,DIEN,M,624.0,,KG,KG,,,,,,LAB04,EK01,37.947,51.739,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,479.97,18.136,9.2,0.0,9.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,MRP001,,,,material,MAT00000107,20181215.0,USER016,20221221.0,USER011,HIBE,P,676.0,OLD-MAT-12826,M,L,DRW-72111,D,A4,,9.0,LAB05,EK01,98.364,67.751,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,253.961,37.218,46.493,0.0,10.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MRP005,,,,material,MAT00000108,20200624.0,USER008,20240402.0,USER019,NLAG,A,591.0,OLD-MAT-81819,M,PC,,,,,,LAB03,EK01,4.445,11.762,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,216.266,84.407,11.966,0.0,6.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,MRP002,,,,material,MAT00000109,20220805.0,USER017,20250929.0,USER015,HALB,A,168.0,,M,M,,,,,,LAB04,EK01,58.926,12.068,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,315.794,17.861,44.131,0.0,10.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,MRP005,,,,material,MAT00000110,20190317.0,USER020,20220322.0,USER012,FERT,A,298.0,,EA,L,DRW-33544,A,A3,,4.0,LAB05,EK01,93.653,98.085,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,387.778,42.273,13.752,0.0,8.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MRP002,,,,material,MAT00000111,20190726.0,USER008,20250615.0,USER010,ROH,M,844.0,,PC,M,,,,,,LAB02,EK01,22.333,0.133,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,338.431,73.608,44.081,0.0,3.0,WH01,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP002,,,,material,MAT00000112,20190430.0,USER002,20251119.0,USER004,HALB,M,490.0,OLD-MAT-61417,L,PC,DRW-16877,D,A2,,9.0,LAB03,EK01,97.933,80.68,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,111.911,7.14,4.717,0.0,10.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,MRP001,,,,material,MAT00000113,20220228.0,USER016,20220612.0,USER004,HIBE,P,819.0,,PC,EA,,,,,,LAB05,EK01,77.897,17.821,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,330.981,89.124,28.449,0.0,8.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,MRP005,,,,material,MAT00000114,20210301.0,USER018,20250228.0,USER007,HIBE,P,742.0,,PC,KG,,,,,,LAB03,EK01,79.211,64.817,2000.0,EGPVLX,,S,PD,PD,EX,MRP005,326.642,42.739,48.045,0.0,3.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP001,,,,material,MAT00000115,20180912.0,USER007,20231010.0,USER014,NLAG,M,984.0,,M,KG,,,,,,LAB01,EK01,86.394,43.724,1100.0,EGPVLX,,S,PD,PD,EX,MRP001,292.976,71.271,27.474,0.0,5.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP003,,,,material,MAT00000116,20210211.0,USER007,20220828.0,USER010,NLAG,P,825.0,,L,L,DRW-25380,D,A0,ECN-8500,4.0,LAB01,EK01,75.541,67.697,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,84.291,35.363,39.755,0.0,1.0,0002,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP001,,,,material,MAT00000117,20181222.0,USER011,20251029.0,USER020,HALB,M,955.0,OLD-MAT-54225,L,M,,,,,,LAB04,EK01,73.376,88.792,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,1.155,34.457,0.923,0.0,1.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP003,,,,material,MAT00000118,20220205.0,USER003,20250927.0,USER005,NLAG,A,144.0,,PC,EA,DRW-77559,D,A4,ECN-3999,9.0,LAB04,EK01,40.675,29.081,1000.0,EGPVLX,,S,PD,PD,EX,MRP005,475.603,97.94,40.084,0.0,4.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,MRP005,,,,material,MAT00000119,20221222.0,USER008,20230405.0,USER020,FERT,M,861.0,,L,M,DRW-95209,A,A2,ECN-8191,7.0,LAB01,EK01,9.477,38.765,3000.0,EGPVLX,,S,PD,PD,EX,MRP002,76.729,8.563,45.138,0.0,2.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP001,,,,material,MAT00000120,20220831.0,USER017,20220216.0,USER013,DIEN,M,478.0,,PC,EA,DRW-54366,C,A0,,2.0,LAB01,EK01,38.546,86.113,3000.0,EGPVLX,,S,PD,PD,EX,MRP002,16.081,46.643,11.668,0.0,5.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP005,,,,material,MAT00000121,20220804.0,USER015,20221129.0,USER015,NLAG,R,252.0,,PC,PC,DRW-87777,A,A3,,9.0,LAB02,EK01,8.699,36.474,2000.0,EGPVLX,,S,PD,PD,EX,MRP004,66.524,58.396,11.969,0.0,2.0,0010,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,MRP005,,,,material,MAT00000122,20180716.0,USER003,20230428.0,USER001,HIBE,R,518.0,,KG,EA,,,,,,LAB02,EK01,57.689,10.585,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,216.727,34.986,4.269,0.0,1.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP001,,,,material,MAT00000123,20210505.0,USER011,20250429.0,USER002,HIBE,A,113.0,,KG,KG,DRW-66861,C,A0,,4.0,LAB01,EK01,83.531,2.679,2100.0,EGPVLX,X,S,PD,PD,EX,MRP004,441.027,47.441,49.543,0.0,8.0,WH01,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP002,,,,material,MAT00000124,20210814.0,USER015,20230114.0,USER002,DIEN,A,383.0,,EA,EA,,,,,,LAB05,EK01,33.233,51.415,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,213.811,82.309,5.432,0.0,2.0,WH01,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP001,,,,material,MAT00000125,20180925.0,USER001,20230224.0,USER008,DIEN,A,581.0,,KG,PC,,,,ECN-6799,,LAB03,EK01,81.835,5.485,2000.0,EGPVLX,,S,PD,PD,EX,MRP003,402.404,2.156,8.758,0.0,1.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,MRP005,,,,material,MAT00000126,20181205.0,USER019,20220719.0,USER017,HIBE,P,734.0,,M,M,,,,,,LAB03,EK01,3.799,17.088,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,172.486,51.802,25.505,0.0,1.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP005,,,,material,MAT00000127,20210530.0,USER013,20220504.0,USER007,ROH,P,810.0,OLD-MAT-65369,M,L,,,,,,LAB04,EK01,92.391,51.254,1000.0,EGPVLX,,S,PD,PD,EX,MRP005,343.756,44.564,46.7,0.0,7.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP003,,,,material,MAT00000128,20201006.0,USER007,20220428.0,USER002,HIBE,P,656.0,,EA,EA,,,,,,LAB03,EK01,86.529,48.523,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,67.369,30.475,36.681,0.0,3.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,MRP002,,,,material,MAT00000129,20221230.0,USER008,20220814.0,USER007,ROH,P,966.0,,M,PC,,,,,,LAB03,EK01,88.906,11.013,1100.0,EGPVLX,X,S,PD,PD,EX,MRP001,370.05,92.71,25.455,0.0,7.0,WH01,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP003,,,,material,MAT00000130,20190128.0,USER019,20231001.0,USER009,HALB,M,898.0,,EA,KG,DRW-29473,D,A0,,8.0,LAB01,EK01,75.032,35.149,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,269.371,54.712,8.746,0.0,4.0,0010,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP003,,,,material,MAT00000131,20190810.0,USER008,20230429.0,USER003,HIBE,C,314.0,OLD-MAT-98853,KG,L,,,,,,LAB02,EK01,48.17,80.529,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,45.989,81.126,21.991,0.0,3.0,WH01,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP002,,,,material,MAT00000132,20190615.0,USER014,20221202.0,USER006,FERT,M,663.0,,KG,EA,DRW-92178,A,A0,,7.0,LAB01,EK01,17.949,9.441,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,364.66,57.593,18.665,0.0,8.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP003,,,,material,MAT00000133,20210319.0,USER020,20241014.0,USER015,FERT,R,332.0,,PC,PC,DRW-62952,A,A2,,7.0,LAB01,EK01,88.255,81.189,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,323.688,22.826,40.063,0.0,3.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
